,full_text,user,location,date,sentiment
2185,insurance shares surged following pfizers announcement that it had developed together with german biotech firm biontech a covid19vaccine that was more than successful based on trials coronavirus covid19pandemic,AIReDaily,Singapore,11/10/2020 7:30,positive
2186,rand has run quite hard in last couple of days clawing back over r1 since highs of last week such dramatic moves in the currency normally lend itself to some pullback as the currency stretched the bungee cord too far covid19vaccine marketrisk,TreasuryONE,Pretoria,11/10/2020 7:28,negative
2187,so i wonder which vaccine will be the cheap on the international market and if it is the russian sputnik v vaccine will pharmac purchase this over the american alternative nzpol nzpolitics covid19 covid19vaccine,OldTownClyde,"Clyde, Central Otago, NZ",11/10/2020 7:22,neutral
2188,pfizerbiontech vaccine is percent effective bangladesh live news covid19 vaccine covid19vaccine pfizerbiontech,banglalivenews,,11/10/2020 7:11,positive
2189,stock down from days high whats the buzz do you see closing in red nse stockmarket covid19 pfizer covid19vaccine,Edwinn619,Payanam/Marthandam/India,11/10/2020 7:06,neutral
2190,the developments have bolstered the government s hopes to have a vaccine available early next year and widely acceptable by the end of covid19vaccine,tweetperth,Perth,11/10/2020 7:02,positive
2191,fantastic data from pfizer we are proud to be your partners covid19vaccine,peer_lab,"Tel Aviv, Israel",11/10/2020 7:02,positive
2192,local pharmaceutical company to produce vaccine aspen received a r5billion value boost after it announced that it would join us giant johnson amp johnson in manufacturing covid19 vaccine covid19 covid19vaccine pandemic,MyOfficeMag,"Johannesburg, South Africa",11/10/2020 7:00,positive
2193,brazil halts trials of a sinovac covid19vaccine,DhakaTribune,"Dhaka, Bangladesh",11/10/2020 6:55,neutral
2194,how will we streamline delivery of billion covid19vaccine doses to countries at average c temperature in planes drones trains vans motorbikes cycles pack animals amp human porters bring out theoryofconstraints eliyahugoldratt thegoal bottlenecks,Ksehmi5,"London, England",11/10/2020 6:50,neutral
2195,covid19vaccine in india will be distributed under a special inoculation program using the processes technology and network of the existing universal immunisation programme uip,tech2eets,"Mumbai, India",11/10/2020 6:46,positive
2196,hcq no use for adults with covid19 coronavirusvaccine covid19 hydroxychloroquine coronaviruspandemic coronavirusoutbreak covid19vaccine malariadrug read more,thandoratimes,"Chennai, India",11/10/2020 6:45,negative
2197,theres hope for a covid19vaccine,reportrdotworld,,11/10/2020 6:30,positive
2198,donaldtrump has accused the us fda and pfizer of withholding the announcement on covid19vaccine before elections to prevent him from getting a vaccine win but as per pfizer ceo albert bourla the timing had nothing to do with politics,AsiavilleNews,India,11/10/2020 6:22,negative
2199,the covid19 vaccine will most likely arrive in the philippines by the end of or in early covid19vaccine,marvillwebdev,"Metro Manila, Makati City",11/10/2020 6:21,neutral
2200,vaccine cooperation has become a highlight of antiepidemic cooperation between china and gulf cooperation council gcc countries chinese state councilor and foreign minister wangyi said monday covid19 covid19vaccine,VoiceofPD,"Beijing, China",11/10/2020 6:14,positive
2201,the potential vaccine is being developed by chinese biopharmaceutical firm sinovac and in brazil would be mostly produced by sao paulo s staterun butantan institute covid19vaccine,the_hindu,"Chennai, India",11/10/2020 6:10,neutral
2202,covid19vaccine should be free for everyone,ShumacDr,Somalia,11/10/2020 6:06,positive
2203,hopeful news of an effective covid19vaccine to be developed as announced their early results show the shots could be effective australia nz amp japan are among the countries that have a prepurchase agreement with the pfizer trial,ANZCCJ,"Tokyo, Japan",11/10/2020 5:59,positive
2204,so pfizer has a effective vaccine what happens next read pfizer pfizervaccine covid19vaccine,Prokerala,"Kerala, IN",11/10/2020 5:42,positive
2205,nhs to initiate covid19vaccine distribution by the end of november read at healthcarenews healthcare uk,MateenDalal,"Pune, India",11/10/2020 5:37,neutral
2206,biden hails progress on covid19 vaccine white house seeks credit news usnews joebiden progress covid19vaccine,gomurciaspain,Spain,11/10/2020 5:30,positive
2207,would you take this covid19vaccine it could be ready by xmas would you be willing to take it check out ryan s full interview with vaccinologist helen petousisharris here vote retweet with quote yes or no,MagicTalkRadio,Live across New Zealand,11/10/2020 5:27,positive
2208,said lockdowns in europe could result in the loss of a further million barrels per day of oil demand by the end of this year while it would take several more months before a vaccine would be available covid19 covid19vaccine oott oilprices,lisamagno_GI,Dubai,11/10/2020 5:24,negative
2209,two scientists and she is the chief medical officer says more about her place in the success than the ceo but she gets the title of wife i think at least you can ack the mistake ozlemtureci covid19vaccine,AyseErinc,"Sydney, New South Wales",11/10/2020 5:22,negative
2210,pfizer biontech say their covid19vaccine is more than effective covid19 covidvaccine vaccine,mobilemagzter,"New York, USA",11/10/2020 5:15,positive
2211,share price of sgx listed glovemakers amp ppe suppliers stocks plunged this morning covid19vaccine sritrangagro ughealthcare riverstone aspen medtecsinternational topglove,SGinvestors,Singapore,11/10/2020 5:08,positive
2212,covers check out our team in the mix covid19 covid19vaccine,catdanpete,"Johannesburg, South Africa",11/10/2020 5:04,neutral
2213,major policy implications especially with the news about the pfizer vaccine need for frequent testing large scale studies across india that can provide estimates of seroprevalence at small levels of granularity this will have impact on covid19vaccine distribution,IDFCinstitute,"Mumbai, India",11/10/2020 4:39,neutral
2214,brazils health regulator anvisa said on monday it has suspended clinical trials of chinas sinovac covid19vaccine following a severe incident,RapidLeaksIndia,India,11/10/2020 4:29,negative
2215,newspaper review brekko making the headlines today raila makes about turn on bbi amendments race to save bbi first covid19vaccine offers percent protection,GhettoRadio895,"Nairobi, Kenya.",11/10/2020 4:13,positive
2216,covid19vaccine update,sunnetmedia,Sri Lanka,11/10/2020 3:59,neutral
2217,pfizer biontech say their covid19 vaccine is more than effective covid19vaccine covid19,matasecurities,Mumbai,11/10/2020 3:56,positive
2218,vaccine trial success signals breakthrough in covid battle atnnews afghannews aryananews atn news afghanistan covid19vaccine pfizerfe,ArianaNews_,"Kabul,Afghanistan",11/10/2020 3:47,positive
2219,while covid19 vaccines are being developed at record speeds in hope of ending the pandemic when they re ready for prime time depends on a long list of research steps covid19vaccine coronavirusvaccine donaldtrump pfizer,CNBCTV18News,,11/10/2020 3:47,positive
2220,trump accuses fda and pfizer of withholding covid19vaccine announcement before elections,BiIndia,"New Delhi, India",11/10/2020 3:45,negative
2221,bamilam just might save us covid19vaccine,Love2Listen0304,"Columbia, MO",11/10/2020 3:36,positive
2222,i never thought i would say we are so blessed for erectile dysfunction but i did covid19vaccine vacuna pfizer,venusinfursYA,New York Shitty,11/10/2020 3:25,positive
2223,pfizer biontech say covid19 vaccine effective covid19 covid19vaccine,GrainOfSand6,,11/10/2020 3:19,positive
2224,from the new york times if the results covid19vaccine hold up that level of protection would put it on par with highly effective childhood vaccines for diseases such as measles no serious safety concerns have been observed pfizer said,BoB2Trader,"Irvine, California",11/10/2020 3:10,positive
2225,etenergyworld oil falls as nearterm demand worries overshadow covid19 vaccine relief covid19vaccine americanpetroleuminstitute rystadenergy fueldemand brentcrude westtexasintermediate,Sudheerpalsingh,Delhi,11/10/2020 3:00,negative
2226,etenergyworld oil falls as nearterm demand worries overshadow covid19 vaccine relief covid19vaccine americanpetroleuminstitute rystadenergy fueldemand brentcrude westtexasintermediate,ETEnergyWorld,"New Delhi, India",11/10/2020 3:00,negative
2227,the us fda and the democrats didn t want to have me get a vaccine win prior to the election so instead it came out five days late as i ve said all along trump said in a tweet covid19vaccine donaldtrump joebiden usfda uspresidentialelections2020,CNBCTV18News,,11/10/2020 3:00,positive
2228,pfizer and biontech need to get regulators to sign off on the shot before it can start shipping vaccines to those considered most in need by government covid19vaccine,DeccanHerald,India,11/10/2020 2:50,neutral
2229,pfizer wasnt part of project warp speed the only thing i want to see traveling at warp speed is your lying fat ass out of the white house trump donaldtrump covid19 coronavirus pfizer covid19vaccine maga trumpvirus trumplies potus46 joebiden,HailMarxism,,11/10/2020 2:40,negative
2230,brazil stops trials of chinese covid19vaccine pandemic,digitaljournal,Global,11/10/2020 2:38,neutral
2231,covid19vaccine effective best day in fight against pandemic thanks to eu research developed by germanturkish oncologist ugursahin at german he once immigrated to study at my home,EUAmbAFG,Afghanistan,11/10/2020 2:35,positive
2232,need to start calling this the pfizer biontech vaccine are developing it together a us company amp a german company a bit of globalism comes to rescue covid19vaccine,eyesbluenyc,"New York, NY",11/10/2020 2:34,positive
